"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"20h","Bona","3 µg/m³","20h","Bona","89 µg/m³","20h","Bona","21 µg/m³","10/01/2019 21:00",1547150701
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"18h","--","--","18h","--","--","18h","Bona","17 µg/m³","10/01/2019 21:00",1547150701
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","3 µg/m³","20h","Bona","85 µg/m³",NA,NA,NA,"10/01/2019 21:00",1547150701
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"20h","Bona","30 µg/m³","20h","Bona","54 µg/m³","20h","Bona","11 µg/m³","10/01/2019 21:00",1547150701
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"20h","Bona","3 µg/m³","20h","Bona","89 µg/m³","20h","Bona","13 µg/m³","10/01/2019 21:00",1547150701
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"20h","Bona","88 µg/m³","21h","Bona","24 µg/m³","10/01/2019 21:00",1547150701
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"20h","Bona","65 µg/m³","20h","Bona","17 µg/m³","21h","Bona","12 µg/m³","10/01/2019 21:00",1547150701
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"21h","Bona","79 µg/m³",NA,NA,NA,"10/01/2019 22:00",1547154302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"21h","Bona","3 µg/m³","21h","Bona","86 µg/m³","22h","Bona","21 µg/m³","10/01/2019 22:00",1547154302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"21h","Bona","7 µg/m³","21h","Bona","81 µg/m³","22h","Bona","20 µg/m³","10/01/2019 22:00",1547154302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"21h","Bona","2 µg/m³","21h","Bona","83 µg/m³",NA,NA,NA,"10/01/2019 22:00",1547154302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"21h","Bona","8 µg/m³","21h","Bona","82 µg/m³","22h","Bona","11 µg/m³","10/01/2019 22:00",1547154302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"21h","Bona","16 µg/m³","21h","Bona","63 µg/m³","22h","Bona","13 µg/m³","10/01/2019 22:00",1547154302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"21h","Bona","88 µg/m³","22h","Bona","25 µg/m³","10/01/2019 22:00",1547154302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"21h","Bona","71 µg/m³","21h","Bona","9 µg/m³","22h","Bona","11 µg/m³","10/01/2019 22:00",1547154302
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/01/2019 23:00",1547157902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Bona","21 µg/m³","10/01/2019 23:00",1547157902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"23h","Bona","20 µg/m³","10/01/2019 23:00",1547157902
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/01/2019 23:00",1547157902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"23h","Bona","11 µg/m³","10/01/2019 23:00",1547157902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"23h","Bona","13 µg/m³","10/01/2019 23:00",1547157902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"23h","Bona","25 µg/m³","10/01/2019 23:00",1547157902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"23h","Bona","11 µg/m³","10/01/2019 23:00",1547157902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","53 µg/m³",NA,NA,NA,"11/01/2019 1:00",1547165102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"23h","Bona","6 µg/m³","23h","Bona","75 µg/m³","1h","Bona","21 µg/m³","11/01/2019 1:00",1547165102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"23h","--","--","23h","--","--","1h","Bona","20 µg/m³","11/01/2019 1:00",1547165102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","2 µg/m³","0h","Bona","67 µg/m³",NA,NA,NA,"11/01/2019 1:00",1547165102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","22 µg/m³","0h","Bona","45 µg/m³","1h","Bona","11 µg/m³","11/01/2019 1:00",1547165102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","18 µg/m³","0h","Bona","46 µg/m³","1h","Bona","13 µg/m³","11/01/2019 1:00",1547165102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","70 µg/m³","1h","Bona","27 µg/m³","11/01/2019 1:00",1547165102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","62 µg/m³","0h","Bona","12 µg/m³","1h","Bona","10 µg/m³","11/01/2019 1:00",1547165102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","Bona","44 µg/m³",NA,NA,NA,"11/01/2019 2:00",1547168702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"0h","--","--","0h","--","--","2h","Bona","22 µg/m³","11/01/2019 2:00",1547168702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"0h","--","--","0h","--","--","2h","Bona","20 µg/m³","11/01/2019 2:00",1547168702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"1h","Bona","2 µg/m³","1h","Bona","65 µg/m³",NA,NA,NA,"11/01/2019 2:00",1547168702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","21 µg/m³","1h","Bona","46 µg/m³","2h","Bona","11 µg/m³","11/01/2019 2:00",1547168702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"1h","Bona","30 µg/m³","1h","Bona","31 µg/m³","2h","Bona","13 µg/m³","11/01/2019 2:00",1547168702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","68 µg/m³","2h","Bona","28 µg/m³","11/01/2019 2:00",1547168702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"1h","Bona","68 µg/m³","1h","Bona","7 µg/m³","2h","Bona","10 µg/m³","11/01/2019 2:00",1547168702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Bona","34 µg/m³",NA,NA,NA,"11/01/2019 3:00",1547172301
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"1h","--","--","1h","--","--","3h","Bona","22 µg/m³","11/01/2019 3:00",1547172301
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"1h","--","--","1h","--","--","3h","Bona","21 µg/m³","11/01/2019 3:00",1547172301
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","2 µg/m³","2h","Bona","63 µg/m³",NA,NA,NA,"11/01/2019 3:00",1547172301
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","28 µg/m³","2h","Bona","34 µg/m³","3h","Bona","11 µg/m³","11/01/2019 3:00",1547172301
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","38 µg/m³","2h","Bona","21 µg/m³","2h","Bona","13 µg/m³","11/01/2019 3:00",1547172301
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","62 µg/m³","2h","Bona","28 µg/m³","11/01/2019 3:00",1547172301
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","68 µg/m³","2h","Bona","7 µg/m³","3h","Bona","10 µg/m³","11/01/2019 3:00",1547172301
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","26 µg/m³",NA,NA,NA,"11/01/2019 4:00",1547175902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"2h","--","--","2h","--","--","4h","Bona","22 µg/m³","11/01/2019 4:00",1547175902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","36 µg/m³","3h","Bona","27 µg/m³","4h","Bona","20 µg/m³","11/01/2019 4:00",1547175902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","17 µg/m³","3h","Bona","43 µg/m³",NA,NA,NA,"11/01/2019 4:00",1547175902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","32 µg/m³","3h","Bona","31 µg/m³","4h","Bona","11 µg/m³","11/01/2019 4:00",1547175902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","43 µg/m³","3h","Bona","15 µg/m³","4h","Bona","13 µg/m³","11/01/2019 4:00",1547175902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","58 µg/m³","4h","Bona","28 µg/m³","11/01/2019 4:00",1547175902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","68 µg/m³","3h","Bona","5 µg/m³","4h","Bona","10 µg/m³","11/01/2019 4:00",1547175902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","21 µg/m³",NA,NA,NA,"11/01/2019 5:00",1547179502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","31 µg/m³","4h","Bona","29 µg/m³","5h","Bona","22 µg/m³","11/01/2019 5:00",1547179502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","27 µg/m³","4h","Bona","34 µg/m³","5h","Bona","20 µg/m³","11/01/2019 5:00",1547179502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","13 µg/m³","4h","Bona","46 µg/m³",NA,NA,NA,"11/01/2019 5:00",1547179502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","34 µg/m³","4h","Bona","28 µg/m³","5h","Bona","12 µg/m³","11/01/2019 5:00",1547179502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","38 µg/m³","4h","Bona","17 µg/m³","5h","Bona","13 µg/m³","11/01/2019 5:00",1547179502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","57 µg/m³","5h","Bona","29 µg/m³","11/01/2019 5:00",1547179502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","67 µg/m³","4h","Bona","4 µg/m³","5h","Bona","10 µg/m³","11/01/2019 5:00",1547179502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","17 µg/m³",NA,NA,NA,"11/01/2019 6:00",1547183102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","39 µg/m³","5h","Bona","20 µg/m³","5h","Bona","21 µg/m³","11/01/2019 6:00",1547183102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","43 µg/m³","5h","Bona","20 µg/m³","5h","Bona","20 µg/m³","11/01/2019 6:00",1547183102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","14 µg/m³","5h","Bona","39 µg/m³",NA,NA,NA,"11/01/2019 6:00",1547183102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","45 µg/m³","5h","Bona","19 µg/m³","5h","Bona","12 µg/m³","11/01/2019 6:00",1547183102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","47 µg/m³","5h","Bona","10 µg/m³","5h","Bona","13 µg/m³","11/01/2019 6:00",1547183102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","47 µg/m³","5h","Bona","28 µg/m³","11/01/2019 6:00",1547183102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","62 µg/m³","5h","Bona","5 µg/m³","5h","Bona","10 µg/m³","11/01/2019 6:00",1547183102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","18 µg/m³",NA,NA,NA,"11/01/2019 7:00",1547186702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","40 µg/m³","6h","Bona","20 µg/m³","7h","Bona","22 µg/m³","11/01/2019 7:00",1547186702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","29 µg/m³","6h","Bona","34 µg/m³","7h","Bona","21 µg/m³","11/01/2019 7:00",1547186702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","20 µg/m³","6h","Bona","31 µg/m³",NA,NA,NA,"11/01/2019 7:00",1547186702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","43 µg/m³","6h","Bona","20 µg/m³","7h","Bona","12 µg/m³","11/01/2019 7:00",1547186702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","47 µg/m³","6h","Bona","12 µg/m³","7h","Bona","13 µg/m³","11/01/2019 7:00",1547186702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","27 µg/m³","7h","Bona","29 µg/m³","11/01/2019 7:00",1547186702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","64 µg/m³","6h","Bona","3 µg/m³","7h","Bona","11 µg/m³","11/01/2019 7:00",1547186702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","22 µg/m³",NA,NA,NA,"11/01/2019 8:00",1547190301
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","34 µg/m³","7h","Bona","27 µg/m³","7h","Bona","22 µg/m³","11/01/2019 8:00",1547190301
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","26 µg/m³","7h","Bona","42 µg/m³","8h","Bona","21 µg/m³","11/01/2019 8:00",1547190301
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","19 µg/m³","7h","Bona","36 µg/m³",NA,NA,NA,"11/01/2019 8:00",1547190301
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","40 µg/m³","7h","Bona","24 µg/m³","8h","Bona","12 µg/m³","11/01/2019 8:00",1547190301
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","Bona","43 µg/m³","7h","Bona","16 µg/m³","8h","Bona","14 µg/m³","11/01/2019 8:00",1547190301
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","27 µg/m³","8h","Bona","28 µg/m³","11/01/2019 8:00",1547190301
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","61 µg/m³","7h","Bona","3 µg/m³","8h","Bona","11 µg/m³","11/01/2019 8:00",1547190301
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","28 µg/m³",NA,NA,NA,"11/01/2019 9:00",1547193901
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","25 µg/m³","8h","Bona","41 µg/m³","9h","Bona","22 µg/m³","11/01/2019 9:00",1547193901
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","26 µg/m³","8h","Bona","41 µg/m³","9h","Bona","20 µg/m³","11/01/2019 9:00",1547193901
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","11 µg/m³","8h","Bona","52 µg/m³",NA,NA,NA,"11/01/2019 9:00",1547193901
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","39 µg/m³","8h","Bona","25 µg/m³","9h","Bona","14 µg/m³","11/01/2019 9:00",1547193901
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"8h","Bona","38 µg/m³","8h","Bona","22 µg/m³","9h","Bona","14 µg/m³","11/01/2019 9:00",1547193901
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","41 µg/m³","9h","Bona","27 µg/m³","11/01/2019 9:00",1547193901
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","59 µg/m³","8h","Bona","5 µg/m³","8h","Bona","11 µg/m³","11/01/2019 9:00",1547193901
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","47 µg/m³",NA,NA,NA,"11/01/2019 10:00",1547197502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"9h","Bona","18 µg/m³","9h","Bona","51 µg/m³","10h","Bona","22 µg/m³","11/01/2019 10:00",1547197502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","19 µg/m³","9h","Bona","55 µg/m³","10h","Bona","21 µg/m³","11/01/2019 10:00",1547197502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","16 µg/m³","9h","Bona","50 µg/m³",NA,NA,NA,"11/01/2019 10:00",1547197502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","34 µg/m³","9h","Bona","30 µg/m³","10h","Bona","14 µg/m³","11/01/2019 10:00",1547197502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"9h","Bona","32 µg/m³","9h","Bona","31 µg/m³","10h","Bona","14 µg/m³","11/01/2019 10:00",1547197502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","48 µg/m³","10h","Bona","27 µg/m³","11/01/2019 10:00",1547197502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","57 µg/m³","9h","Bona","6 µg/m³","10h","Bona","11 µg/m³","11/01/2019 10:00",1547197502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Bona","29 µg/m³",NA,NA,NA,"11/01/2019 11:00",1547201102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"10h","Bona","22 µg/m³","10h","Bona","44 µg/m³","10h","Bona","22 µg/m³","11/01/2019 11:00",1547201102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","14 µg/m³","10h","Bona","61 µg/m³","10h","Bona","21 µg/m³","11/01/2019 11:00",1547201102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"10h","Bona","28 µg/m³","10h","Bona","35 µg/m³",NA,NA,NA,"11/01/2019 11:00",1547201102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","41 µg/m³","10h","Bona","23 µg/m³","10h","Bona","14 µg/m³","11/01/2019 11:00",1547201102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"10h","Bona","40 µg/m³","10h","Bona","20 µg/m³","11h","Bona","14 µg/m³","11/01/2019 11:00",1547201102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","36 µg/m³","11h","Bona","27 µg/m³","11/01/2019 11:00",1547201102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","59 µg/m³","10h","Bona","5 µg/m³","11h","Bona","11 µg/m³","11/01/2019 11:00",1547201102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","21 µg/m³",NA,NA,NA,"11/01/2019 13:00",1547208301
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","23 µg/m³","12h","Bona","47 µg/m³","13h","Bona","22 µg/m³","11/01/2019 13:00",1547208301
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","23 µg/m³","11h","Bona","47 µg/m³","13h","Bona","21 µg/m³","11/01/2019 13:00",1547208301
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"12h","Bona","32 µg/m³","12h","Bona","30 µg/m³",NA,NA,NA,"11/01/2019 13:00",1547208301
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","47 µg/m³","12h","Bona","19 µg/m³","13h","Bona","14 µg/m³","11/01/2019 13:00",1547208301
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"12h","Bona","42 µg/m³","12h","Bona","18 µg/m³","13h","Bona","14 µg/m³","11/01/2019 13:00",1547208301
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","29 µg/m³","13h","Bona","27 µg/m³","11/01/2019 13:00",1547208301
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","64 µg/m³","12h","Bona","5 µg/m³","13h","Bona","11 µg/m³","11/01/2019 13:00",1547208301
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","24 µg/m³",NA,NA,NA,"11/01/2019 14:00",1547211902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","29 µg/m³","13h","Bona","40 µg/m³","13h","Bona","22 µg/m³","11/01/2019 14:00",1547211902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"13h","Bona","27 µg/m³","13h","Bona","44 µg/m³","13h","Bona","20 µg/m³","11/01/2019 14:00",1547211902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"12h","Bona","32 µg/m³","12h","Bona","30 µg/m³",NA,NA,NA,"11/01/2019 14:00",1547211902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","48 µg/m³","13h","Bona","17 µg/m³","13h","Bona","14 µg/m³","11/01/2019 14:00",1547211902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"14h","Bona","41 µg/m³","14h","Bona","19 µg/m³","14h","Bona","14 µg/m³","11/01/2019 14:00",1547211902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","27 µg/m³","14h","Bona","27 µg/m³","11/01/2019 14:00",1547211902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","60 µg/m³","13h","Bona","8 µg/m³","14h","Bona","11 µg/m³","11/01/2019 14:00",1547211902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","24 µg/m³",NA,NA,NA,"11/01/2019 15:00",1547215502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"14h","Bona","31 µg/m³","14h","Bona","41 µg/m³","15h","Bona","22 µg/m³","11/01/2019 15:00",1547215502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"14h","Bona","29 µg/m³","14h","Bona","44 µg/m³","15h","Bona","21 µg/m³","11/01/2019 15:00",1547215502
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"13h","--","--","13h","--","--",NA,NA,NA,"11/01/2019 15:00",1547215502
